fcode,fname,Lat,Long,mGeoCode,sGeoCode,date_of_geocode
14635,Kacheliba Mobile clinic,1.48028,35.01351,Taken with GPS Device,SARAM 2013,2013-04-12
16233,Presbyterian TTC Rubate Health Centre,-0.39741,37.6815,Taken with GPS Device,SARAM 2013,2013-04-12
12339,Kirumi Dispensary,-0.24204,37.70238,Taken with GPS Device,SARAM 2013,2013-04-11
11923,Akachiu Health Centre,0.18318,37.95661,Taken with GPS Device,SARAM 2013,2013-04-12
11909,Wusi-Wutesia (ACK) Dispensary,-3.45531,38.3494,Taken with GPS Device,SARAM 2013,2013-04-11
14634,Kacheliba District Hospital,1.49008,35.01068,Taken with GPS Device,SARAM 2013,2013-04-10
15269,Nachecheyet Dispensary,1.49943,35.11936,Taken with GPS Device,SARAM 2013,2013-04-17
13648,Kaluo Dispensary,0.11195,34.33441,Taken with GPS Device,SARAM 2013,2013-04-17
12341,Kisau Sub District Hospital,-1.62784,37.55771,Taken with GPS Device,SARAM 2013,2013-04-08
14962,Kodich Dispensary,1.63284,35.04483,Taken with GPS Device,SARAM 2013,2013-04-11
10106,Delina Health Care,-0.49033,36.96894,Taken with GPS Device,SARAM 2013,2013-04-25
12659,Nguruki-Iruma Dispensary,-0.22126,37.689,Taken with GPS Device,SARAM 2013,2013-04-09
15704,Tamkal Dispensary,1.36621,35.47326,Taken with GPS Device,SARAM 2013,2013-04-13
12234,Kathithi Dispensary,0.06099,37.70182,Taken with GPS Device,SARAM 2013,2013-04-12
14003,Othoro Sub. District Hospital,-0.89053,34.38688,Taken with GPS Device,SARAM 2013,2013-04-28
16075,Nasianda Dispensary,0.49896,34.45451,Taken with GPS Device,SARAM 2013,2013-04-26
16042,Mung'ung'u Dispensary,0.40444,34.41802,Taken with GPS Device,SARAM 2013,2013-04-18
16282,Kasongo Dispensary,-0.16046,35.1999,Taken with GPS Device,SARAM 2013,2013-04-09
16228,Thimangiri Medical Clinic,0.05151,37.69879,Taken with GPS Device,SARAM 2013,2013-04-11
12557,Mujwa Dispensary,-0.08485,37.73186,Taken with GPS Device,SARAM 2013,2013-04-10
13831,Muhoroni Sub-District Hospital,-0.15112,35.20573,Taken with GPS Device,SARAM 2013,2013-04-09
16956,Mwaani Dispensary,-1.85947,37.43452,Taken with GPS Device,SARAM 2013,2013-04-12
12399,Kwale Dispensary,-1.95949,37.28575,Taken with GPS Device,SARAM 2013,2013-04-10
16227,Joska Medical Care Clinic,0.0505,37.69875,Taken with GPS Device,SARAM 2013,2013-04-12
13960,Ogada Dispensary,-1.10196,34.28948,Taken with GPS Device,SARAM 2013,2013-04-26
15216,Molos Dispensary,0.28087,35.99825,Taken with GPS Device,SARAM 2013,2013-04-12
16370,Orolwo Dispensary,1.58825,34.98584,Taken with GPS Device,SARAM 2013,2013-04-15
16462,Kariakomo Dispensary,-0.23938,37.67469,Taken with GPS Device,SARAM 2013,2013-04-11
12429,Limoro Dispensary,0.23037,37.72568,Taken with GPS Device,SARAM 2013,2013-04-12
13853,Ngodhe Dispensary,-0.71103,34.54157,Taken with GPS Device,SARAM 2013,2013-04-24
16967,Kyenzenzeni Dispensary,-1.81722,37.40139,Taken with GPS Device,SARAM 2013,2013-04-10
16955,Nthimbani Dispensary,-1.73518,37.51569,Taken with GPS Device,SARAM 2013,2013-04-15
14401,Delamere Clinic,-0.46866,36.1948,Taken with GPS Device,SARAM 2013,2013-04-18
12296,Kieni Kia Ndege Dispensary,-0.1904,37.68144,Taken with GPS Device,SARAM 2013,2013-04-10
12806,Tulia Dispensary,-1.18803,37.97604,Taken with GPS Device,SARAM 2013,2013-04-22
11720,Nyache Health Centre,-3.33853,38.38084,Taken with GPS Device,SARAM 2013,2013-04-10
14689,Kanyarkwat Dispensary,1.40867,35.03128,Taken with GPS Device,SARAM 2013,2013-04-12
16957,Itithini Dispensary,-1.73021,37.54727,Taken with GPS Device,SARAM 2013,2013-04-15
15467,Poole Dispensary,1.40867,35.03133,Taken with GPS Device,SARAM 2013,2013-04-12
15654,St Mary's Hospital (Naivasha),-0.41433,36.25722,Taken with GPS Device,SARAM 2013,2013-04-23
16373,Kangoletiang Dispensary,1.18684,35.22381,Taken with GPS Device,SARAM 2013,2013-04-15
11769,Sangekoro Dispensary,-3.34259,38.30337,Taken with GPS Device,SARAM 2013,2013-04-10
12337,Kirogine Dispensary,-0.09438,37.69298,Taken with GPS Device,SARAM 2013,2013-04-10
12554,Muguna Medical Clinic,-0.12758,37.67525,Taken with GPS Device,SARAM 2013,2013-04-17
12546,Mpukoni Health Centre,-0.38228,37.66304,Taken with GPS Device,SARAM 2013,2013-04-12
12162,Kambandi Dispensary,-0.35005,37.67238,Taken with GPS Device,SARAM 2013,2013-04-10
12181,Kanyakine District Hospital,-0.12923,37.67557,Taken with GPS Device,SARAM 2013,2013-04-10
13885,Nyakuru Dispensary,-0.78542,34.50906,Taken with GPS Device,SARAM 2013,2013-05-13
10707,Mathingira Medical Clinic,-0.54888,36.94385,Taken with GPS Device,SARAM 2013,2013-04-15
16374,Kiwawa (ACCK) Dispensary,2.01374,35.02646,Taken with GPS Device,SARAM 2013,2013-04-10
12447,Mailiari Dispensary,0.18683,37.71079,Taken with GPS Device,SARAM 2013,2013-04-16
12524,Mikinduri Health Centre,0.12999,37.85091,Taken with GPS Device,SARAM 2013,2013-04-12
12525,Mikinduri Sub-District Hospial,0.12386,37.83748,Taken with GPS Device,SARAM 2013,2013-04-17
12748,St Francis Health Centre,0.12529,37.71704,Taken with GPS Device,SARAM 2013,2013-04-17
16230,Gatankene Dispensary,-0.013549,37.65599,Taken with GPS Device,SARAM 2013,2013-04-11
12293,PCEA Kiengu Disp/Mat,0.07427,37.25127,Taken with GPS Device,SARAM 2013,2013-04-20
17736,Impact RDO Clinic,-1.06252,34.47072,Taken with GPS Device,SARAM 2013,2013-05-13
10869,Ngoliba Health Centre,-1.09859,37.33472,Taken with GPS Device,SARAM 2013,2013-04-24
12563,Mukuuni Dispensary,-0.39157,37.65198,Taken with GPS Device,SARAM 2013,2013-04-18
14037,Rapcom Nursing and Maternity Home,-0.81296,34.56866,Taken with GPS Device,SARAM 2013,2013-05-13
16231,Nkunjumu Dispensary,-0.17588,37.58958,Taken with GPS Device,SARAM 2013,2013-04-10
12587,Muthale Mission Hospital,-1.19246,38.00521,Taken with GPS Device,SARAM 2013,2013-04-16
12016,Family Health Clinic (Imenti South),-0.12636,37.67414,Taken with GPS Device,SARAM 2013,2013-04-18
14069,Saro Dispensary,-1.05872,34.41015,Taken with GPS Device,SARAM 2013,2013-04-25
16225,Kaithe Medical Clinic,0.10351,37.68147,Taken with GPS Device,SARAM 2013,2013-04-10
17962,Riria Medical Clinic,-0.21201,37.65603,Taken with GPS Device,SARAM 2013,2013-04-16
12672,Ntha Clinic,-0.35573,37.66688,Taken with GPS Device,SARAM 2013,2013-04-10
12580,Muringombugi Clinic,0.03043,37.68872,Taken with GPS Device,SARAM 2013,2013-04-10
11938,Azimio Medical Clinic (Meru South),-0.35511,37.66638,Taken with GPS Device,SARAM 2013,2013-04-18
13392,Lafey Sub-District Hospital,3.15093,41.1886,Taken with GPS Device,SARAM 2013,2013-04-17
10277,Gituamba Dispensary,-1.0359,37.20622,Taken with GPS Device,SARAM 2013,2013-04-24
12428,Limauru Dispensay,0.1515,37.70969,Taken with GPS Device,SARAM 2013,2013-04-12
12624,Mwendwa Clinic,0.16091,37.74728,Taken with GPS Device,SARAM 2013,2013-04-25
12272,Kiamuchairu Health Centre,-0.22133,37.66586,Taken with GPS Device,SARAM 2013,2013-04-09
13740,Lwala Dispensary,-0.67798,34.60902,Taken with GPS Device,SARAM 2013,2013-04-23
12758,St Lucy's Hospital,-0.32092,37.66036,Taken with GPS Device,SARAM 2013,2013-04-12
16224,Kaithe Stage Medcare Clinic,0.09885,37.6785,Taken with GPS Device,SARAM 2013,2013-04-16
12613,Muusini Dispensary,-1.42559,37.37117,Taken with GPS Device,SARAM 2013,2013-04-10
14315,Chemase Health Centre,-0.01376,35.06395,Taken with GPS Device,SARAM 2013,2013-04-10
12598,Mutionjuri Health Centre,0.17444,37.74845,Taken with GPS Device,SARAM 2013,2013-04-15
12391,Kunene Dispensary,0.12382,37.72872,Taken with GPS Device,SARAM 2013,2013-04-16
18822,Redeemed VCT,-0.33059,37.65416,Taken with GPS Device,SARAM 2013,2013-04-22
11680,Mvono Clinic,-3.40367,38.36592,Taken with GPS Device,SARAM 2013,2013-04-10
15446,Ortum Hospital,1.43746,35.35484,Taken with GPS Device,SARAM 2013,2013-04-11
12835,Uzima Medical Clinic (Imenti South),-0.18612,37.66818,Taken with GPS Device,SARAM 2013,2013-04-10
14229,Baraka Medical Clinic (Pokot Central),1.43881,35.35712,Taken with GPS Device,SARAM 2013,2013-04-11
15551,Serewo Health Centre,1.33196,35.00004,Taken with GPS Device,SARAM 2013,2013-04-12
11908,Wundanyi  Sub-district Hospital,-3.4028,38.36303,Taken with GPS Device,SARAM 2013,2013-04-15
12588,Muthambi Dispensary,-0.27363,37.6617,Taken with GPS Device,SARAM 2013,2013-04-10
10172,Enkasiti Roses Farm Clinic,-0.99607,37.24623,Taken with GPS Device,SARAM 2013,2013-04-23
13340,Fino Health Center,3.37929,41.41752,Taken with GPS Device,SARAM 2013,2013-04-22
12589,Muthambi Health Centre,-0.27457,37.66054,Taken with GPS Device,SARAM 2013,2013-04-10
15141,Maron Dispensary,0.12867,35.89593,Taken with GPS Device,SARAM 2013,2013-04-17
16234,Miathene District Hospital,0.15046,37.79109,Taken with GPS Device,SARAM 2013,2013-04-15
10643,Kiuu Dispensary,-0.60765,37.15552,Taken with GPS Device,SARAM 2013,2013-03-11
10349,Immaculate Heart of Mary Hospital,-1.06969,37.234,Taken with GPS Device,SARAM 2013,2013-07-09
13809,Minyenya Dispensary,-0.69214,34.6198,Taken with GPS Device,SARAM 2013,2013-04-26
12336,Kirindine Nursing Home,0.15088,37.67673,Taken with GPS Device,SARAM 2013,2013-04-12
12536,Mituntu Health Centre,0.17353,37.67673,Taken with GPS Device,SARAM 2013,2013-04-16
12829,Uringu Health Centre,0.1385,37.74737,Taken with GPS Device,SARAM 2013,2013-04-17
13850,Ngere Dispensary,-0.75643,34.57661,Taken with GPS Device,SARAM 2013,2013-04-27
12404,Kyambeke Dispensary,-1.59511,37.42175,Taken with GPS Device,SARAM 2013,2013-04-10
12743,St Ann Hospital,-0.19313,37.66709,Taken with GPS Device,SARAM 2013,2013-04-10
12081,Ikuu Dispensary,-0.3704,37.64686,Taken with GPS Device,SARAM 2013,2013-04-10
10048,Baricho Catholic Health Centre,-0.55406,37.22931,Taken with GPS Device,SARAM 2013,2013-04-22
16372,Kamla Bamako Initiative Dispensary,1.98984,35.3028,Taken with GPS Device,SARAM 2013,2013-05-09
12799,Tigania Hospital,0.19886,37.79136,Taken with GPS Device,SARAM 2013,2013-04-15
14082,Sibuoche Dispensary,-0.96494,34.37522,Taken with GPS Device,SARAM 2013,2013-04-26
12299,Kigogo Dispensary,-0.38721,37.63155,Taken with GPS Device,SARAM 2013,2013-04-18
10571,Kibirigwi Dispensary,-0.52603,37.17958,Taken with GPS Device,SARAM 2013,2013-04-18
14820,Kauriong Dispensary,2.09544,35.09494,Taken with GPS Device,SARAM 2013,2013-04-12
10617,Kinyangi Health Centre,-1.00323,37.27923,Taken with GPS Device,SARAM 2013,2013-04-25
14914,Kipsigak Baibai Dispensary,-0.00424,34.78087,Taken with GPS Device,SARAM 2013,2013-04-17
11972,Chuka Cottage Hospital,-0.33657,37.64737,Taken with GPS Device,SARAM 2013,2013-04-15
14019,Rabondo Dispensary,-0.84674,34.4848,Taken with GPS Device,SARAM 2013,2013-04-25
18986,Jamii Health Services,-0.22829,37.65316,Taken with GPS Device,SARAM 2013,2013-04-08
13664,Kehancha Clinic,-1.19453,34.61963,Taken with GPS Device,SARAM 2013,2013-05-12
12761,St Marks Dispensary (Kariene),-0.04513,37.67914,Taken with GPS Device,SARAM 2013,2013-04-12
13830,Muchebe Dispensary,-1.19747,34.49484,Taken with GPS Device,SARAM 2013,2013-04-27
13762,Mama Caro Clinic,-1.18054,34.62693,Taken with GPS Device,SARAM 2013,2013-04-27
11919,Afya Bora Clinic (Meru South),-0.33367,37.64403,Taken with GPS Device,SARAM 2013,2013-04-11
12297,Kiereni Dispensary,-0.3513,37.64953,Taken with GPS Device,SARAM 2013,2013-04-10
16235,Kiguchwa Dispensary,0.14758,37.8572,Taken with GPS Device,SARAM 2013,2013-04-17
12581,Muriri Clinic,0.21501,37.79092,Taken with GPS Device,SARAM 2013,2013-04-11
14166,Verna Health Centre,-0.79494,34.58272,Taken with GPS Device,SARAM 2013,2013-04-24
16293,Lafey Nomadic Dispensary,3.26771,41.21955,Taken with GPS Device,SARAM 2013,2013-04-19
12354,Kitheo Dispensary,0.15389,37.82409,Taken with GPS Device,SARAM 2013,2013-04-08
12380,KMC Clinic Mwichune,-0.09448,37.66361,Taken with GPS Device,SARAM 2013,2013-04-05
10562,Kianjege Dispensary,-0.574,37.16596,Taken with GPS Device,SARAM 2013,2013-04-17
17071,Rei dispensary,0.17018,37.78195,Taken with GPS Device,SARAM 2013,2013-04-15
17344,Kolwal Dispensary,-0.9873,34.50659,Taken with GPS Device,SARAM 2013,2013-04-26
14061,Royal Nursing Home,-0.75951,34.59881,Taken with GPS Device,SARAM 2013,2013-04-22
18824,Mbaruk Dispensary,-0.34838,36.22425,Taken with GPS Device,SARAM 2013,2013-04-23
13610,Huduma Clinic,-1.1923,34.62055,Taken with GPS Device,SARAM 2013,2013-04-24
12630,Mwonge Dispensary,-0.3611,37.62908,Taken with GPS Device,SARAM 2013,2013-04-10
10386,Juja Farm Health Centre,-1.16671,37.08161,Taken with GPS Device,SARAM 2013,2013-04-19
10774,Munyu Health Centre,-1.11445,37.16934,Taken with GPS Device,SARAM 2013,2013-04-23
11942,Baragu Health Centre,-0.24794,37.67972,Taken with GPS Device,SARAM 2013,2013-04-11
12683,Nyagani Dispensary,-0.28128,37.64214,Taken with GPS Device,SARAM 2013,2013-04-10
10041,Athi Dispensary,-1.16958,37.14497,Taken with GPS Device,SARAM 2013,2013-04-22
10305,Gumba Health Centre,-0.60503,37.13752,Taken with GPS Device,SARAM 2013,2013-03-11
10035,Approved School (Thika),-1.05914,37.13305,Taken with GPS Device,SARAM 2013,2013-04-23
12713,Ripples International Dispensary,0.12759,37.66702,Taken with GPS Device,SARAM 2013,2013-04-16
15218,Mombwo Dispensary,-0.09895,35.23655,Taken with GPS Device,SARAM 2013,2013-04-10
19127,Timau Dental Clinic,0.15419,37.6574,Taken with GPS Device,SARAM 2013,2013-04-17
14009,Oyani Health Centre,-1.0377,34.58732,Taken with GPS Device,SARAM 2013,2013-04-10
10565,Kianyaga Sub-District Hospital,-0.50418,37.32452,Taken with GPS Device,SARAM 2013,2013-04-24
13859,Nyabikaye Dispensary,-1.232,34.4858,Taken with GPS Device,SARAM 2013,2013-05-12
16632,Ruiri Medical Clinic,0.15416,37.65748,Taken with GPS Device,SARAM 2013,2013-04-16
10135,Dr Maina,-1.07156,37.093,Taken with GPS Device,SARAM 2013,2013-03-15
10769,Mungu Aponya Medical Clinic,-1.05841,37.10517,Taken with GPS Device,SARAM 2013,2013-04-25
13601,Health Mountain Hospital,-1.21052,34.65822,Taken with GPS Device,SARAM 2013,2013-05-13
16085,Nzoia Sugar Dispensary,0.56803,34.65321,Taken with GPS Device,SARAM 2013,2013-04-29
10023,AMA (Africa Muslim Agency) Clinic,-1.05914,37.11405,Taken with GPS Device,SARAM 2013,2013-04-23
10167,Emmanuel M/C VCT Centre,-1.05473,37.10909,Taken with GPS Device,SARAM 2013,2013-04-19
11145,Uzima Medical Clinic (Thika),-1.05859,37.10793,Taken with GPS Device,SARAM 2013,2013-05-01
13998,Otacho Dispensary,-0.84804,34.55513,Taken with GPS Device,SARAM 2013,2013-04-26
18881,Kiracha CFW Clinic,-0.38364,37.61115,Taken with GPS Device,SARAM 2013,2013-04-17
10574,Kiburu Dispensary,-0.5413,37.20747,Taken with GPS Device,SARAM 2013,2013-04-18
16569,Filhia Medical Clinic,0.154,37.65732,Taken with GPS Device,SARAM 2013,2013-04-19
13779,Masaba Health Centre,-1.11711,34.53263,Taken with GPS Device,SARAM 2013,2013-04-27
14114,St Kizito Health Centre,-1.1914,34.61312,Taken with GPS Device,SARAM 2013,2013-04-26
10740,MT. Sinai Nursing Home,-1.05229,37.0983,Taken with GPS Device,SARAM 2013,2013-04-12
14149,Tisinye Dispensary,-1.24648,34.56746,Taken with GPS Device,SARAM 2013,2013-05-12
11463,Kiangachinyi Dispensary,-3.46339,38.33865,Taken with GPS Device,SARAM 2013,2013-04-16
11095,Thika Medical Clinic,-1.06018,37.10968,Taken with GPS Device,SARAM 2013,2013-04-25
11110,Trans-Saharan Medical Clinic,-1.05798,37.10707,Taken with GPS Device,SARAM 2013,2013-04-22
18670,Karimaini Community Dispensary,-0.51988,37.21751,Taken with GPS Device,SARAM 2013,2013-04-18
16612,Muguna West Clinic,0.15303,37.65858,Taken with GPS Device,SARAM 2013,2013-04-11
14342,Chepkopegh Dipensary,1.45951,35.23047,Taken with GPS Device,SARAM 2013,2013-04-12
12331,Kiriani Dispensary,-0.25735,37.64372,Taken with GPS Device,SARAM 2013,2013-04-10
11976,Consolata Hospital (Nkubu),-0.06914,37.66691,Taken with GPS Device,SARAM 2013,2013-04-11
13517,Bugumbe Health Centre,-1.17283,34.43824,Taken with GPS Device,SARAM 2013,2013-04-27
10733,Mitubiri Dispensary,-1.02731,37.15415,Taken with GPS Device,SARAM 2013,2013-04-23
16754,Thika High School for the Blind,-1.03433,37.07058,Taken with GPS Device,SARAM 2013,2013-04-26
16646,Mwikia Clinic,-0.24713,37.64035,Taken with GPS Device,SARAM 2013,2013-04-11
10453,Kamumo Medical Clinic,-0.49467,37.35109,Taken with GPS Device,SARAM 2013,2013-04-22
12528,Minugu Dispensary,-0.30537,37.62907,Taken with GPS Device,SARAM 2013,2013-04-12
16753,Hamundia Health Centre,-1.1631,36.99889,Taken with GPS Device,SARAM 2013,2013-04-17
10142,Dr Mulingwa,-1.03633,37.07595,Taken with GPS Device,SARAM 2013,2013-04-23
10375,Jesmond (ACK) Dispensary (Mburi),-0.52172,37.37006,Taken with GPS Device,SARAM 2013,2013-04-26
10038,Asantey Clinic,-1.0349,37.0768,Taken with GPS Device,SARAM 2013,2013-04-25
16756,Family Health Options Kenya Clinic,-1.03051,37.07241,Taken with GPS Device,SARAM 2013,2013-04-11
12027,Gakoromone Dispensary,0.04863,37.66587,Taken with GPS Device,SARAM 2013,2013-04-10
10128,Dr Kimani Gicharo Clinic,-1.03427,37.07478,Taken with GPS Device,SARAM 2013,2013-04-26
16005,Matete Health Centre,0.55456,34.8057,Taken with GPS Device,SARAM 2013,2013-04-24
11975,Ciama Medical Clinic,-0.0639,37.66358,Taken with GPS Device,SARAM 2013,2013-04-16
10154,Dr Wachira,-1.03824,37.07855,Taken with GPS Device,SARAM 2013,2013-04-12
16505,M K M Clinic,-0.49623,37.35107,Taken with GPS Device,SARAM 2013,2013-04-24
11097,Thika Nursing Home,-1.04035,37.06921,Taken with GPS Device,SARAM 2013,2013-04-24
16721,Mogori-Komasimo Health Centre,-1.14276,34.5752,Taken with GPS Device,SARAM 2013,2013-05-12
12667,Nkubu Medical Clinic,-0.0643,37.66278,Taken with GPS Device,SARAM 2013,2013-04-09
10083,Central Memorial Hospital,-1.03557,37.08109,Taken with GPS Device,SARAM 2013,2013-04-22
15833,Bushiri Health Centre,0.36613,34.7292,Taken with GPS Device,SARAM 2013,2013-04-24
15901,Imbiakalo Dispensary,0.41007,34.75233,Taken with GPS Device,SARAM 2013,2013-04-28
10161,Ebenezer Medical Clinic (Thika),-1.0435,37.09389,Taken with GPS Device,SARAM 2013,2013-04-23
10178,Family Care Medical Clinic,-1.15877,36.9794,Taken with GPS Device,SARAM 2013,2013-04-24
13565,Getambwega Dispensary,-1.27715,34.58601,Taken with GPS Device,SARAM 2013,2013-04-27
16057,Mwichio Amua Medical Clinic,0.07349,34.60972,Taken with GPS Device,SARAM 2013,2013-04-26
12666,Nkubu Dispensary,-0.06787,37.66202,Taken with GPS Device,SARAM 2013,2013-04-10
10438,Kalimoni Hospital (Thika),-1.11605,37.01975,Taken with GPS Device,SARAM 2013,2013-04-19
16759,Mangu High School Clinic,-1.07414,37.04671,Taken with GPS Device,SARAM 2013,2013-04-22
13519,Bware Dispensary,-1.00098,34.52704,Taken with GPS Device,SARAM 2013,2013-04-27
10378,JKUAT Hospital,-1.10176,37.01437,Taken with GPS Device,SARAM 2013,2013-04-19
11005,Shammah Clinic,-1.090559,37.02143,Taken with GPS Device,SARAM 2013,2013-04-20
13665,Kehancha Nursing and Maternity Home,-1.18202,34.62389,Taken with GPS Device,SARAM 2013,2013-04-26
12277,Kiangondu Dispensary,-0.32099,37.6219,Taken with GPS Device,SARAM 2013,2013-04-15
10384,Joyland Medical Clinic,-1.10152,37.01366,Taken with GPS Device,SARAM 2013,2013-04-18
11047,St Luke Medical Care Clinic,-1.10524,37.01793,Taken with GPS Device,SARAM 2013,2013-04-18
18183,Dr Sharma Medical Clinic,-1.14387,36.96089,Taken with GPS Device,SARAM 2013,2013-04-11
19266,Precious Care Medical Centre,-1.19946,36.98251,Taken with GPS Device,SARAM 2013,2013-04-18
18184,Ruiru Health Clinic,-1.14567,36.96069,Taken with GPS Device,SARAM 2013,2013-04-12
12060,Highway Medical Clinic,-0.0403,37.66085,Taken with GPS Device,SARAM 2013,2013-04-10
11027,St Augastine,-1.09934,37.01669,Taken with GPS Device,SARAM 2013,2013-04-20
16750,Trinity Clinic (Ruiru),-1.09173,37.02038,Taken with GPS Device,SARAM 2013,2013-04-20
17875,Ack Mbiri Dispensary,-0.49449,37.39971,Taken with GPS Device,SARAM 2013,2013-04-26
13715,Komomange Dispensary,-1.19087,34.5863,Taken with GPS Device,SARAM 2013,2013-05-12
18106,Mathigu Road Medical Clinic,-1.14522,36.95735,Taken with GPS Device,SARAM 2013,2013-04-11
16094,Rotary Doctors Clinic,0.11257,34.59418,Taken with GPS Device,SARAM 2013,2013-04-25
18105,Transcon Wendo Medical Services,-1.14889,36.95877,Taken with GPS Device,SARAM 2013,2013-04-11
18200,Kalimoni Hospital (Ruiru),-1.14429,36.95616,Taken with GPS Device,SARAM 2013,2013-04-30
18552,Milcelt Medical Clinic,-1.20635,36.9576,Taken with GPS Device,SARAM 2013,2013-04-19
18761,Spa Nursing Home,-1.14276,36.98239,Taken with GPS Device,SARAM 2013,2013-04-26
17067,Antubochiu Dispensary,0.21061,37.94341,Taken with GPS Device,SARAM 2013,2013-04-19
13763,Mama Fridah Clinic,-1.13186,34.4717,Taken with GPS Device,SARAM 2013,2013-05-12
14097,Sony Medical Centre,-0.89366,34.53335,Taken with GPS Device,SARAM 2013,2013-04-25
14157,Ulanda Dispensary,-1.00703,34.58561,Taken with GPS Device,SARAM 2013,2013-04-25
10973,Ruiru Sub-District Hospital,-1.14404,36.9562,Taken with GPS Device,SARAM 2013,2013-05-01
17490,Nazareth Hospital  (Ruiru),-1.14729,36.94985,Taken with GPS Device,SARAM 2013,2013-04-14
12744,St Anne Kariene Dispensary,-0.04068,37.66195,Taken with GPS Device,SARAM 2013,2013-04-08
10940,Plainsview Nursing Home,-1.15274,36.95942,Taken with GPS Device,SARAM 2013,2013-04-12
18559,Jacaranda Health Limited (Ruiru),-1.16644,36.96015,Taken with GPS Device,SARAM 2013,2013-04-25
16570,Gakoromone Medical Clinic,0.04636,37.6595,Taken with GPS Device,SARAM 2013,2013-04-15
10974,Ruiru Hospital Limited,-1.14414,36.95795,Taken with GPS Device,SARAM 2013,2013-04-29
16757,Penta Flowers Clinic,-1.09107,36.99964,Taken with GPS Device,SARAM 2013,2013-04-25
18558,Kwihota Medical Clinic,-1.15896,36.95739,Taken with GPS Device,SARAM 2013,2013-04-25
11193,Zena Roses Clinic,-1.00154,37.04431,Taken with GPS Device,SARAM 2013,2013-06-18
10920,Othaya Medical Clinic,-1.20928,36.93248,Taken with GPS Device,SARAM 2013,2013-04-22
12275,Kiamuriuki Dispensary,-0.37409,37.59391,Taken with GPS Device,SARAM 2013,2013-04-08
10308,Kahawa Wendani Hospital,-1.19498,36.92596,Taken with GPS Device,SARAM 2013,2013-04-24
11007,Shikamoo Medical Clinic,-1.14658,36.95811,Taken with GPS Device,SARAM 2013,2013-04-11
18041,The Haven Medical Centre,-1.14412,36.9569,Taken with GPS Device,SARAM 2013,2013-04-10
18555,Shalome Medical Clinic,-1.211,36.93907,Taken with GPS Device,SARAM 2013,2013-04-22
14144,Taranganya Dispensary,-1.23817,34.60087,Taken with GPS Device,SARAM 2013,2013-04-30
10814,Mweru Dispensary (Nyeri South),-0.60464,37.10145,Taken with GPS Device,SARAM 2013,2013-04-11
10695,Martmerg Medical Clinic,-1.18953,36.93209,Taken with GPS Device,SARAM 2013,2013-04-24
11010,Siloam Medical Centre,-1.21314,36.9287,Taken with GPS Device,SARAM 2013,2013-04-22
10972,Ruiru East Medical Clinic,-1.1576,36.95087,Taken with GPS Device,SARAM 2013,2013-04-25
11013,Sinai Maternity and Medical Centre,-1.20396,36.93137,Taken with GPS Device,SARAM 2013,2013-04-22
18570,Jordan Medical Clinic (Ruiru),-1.15051,36.94581,Taken with GPS Device,SARAM 2013,2013-04-26
10659,Life Care Ministry Clinic,-1.21375,36.92932,Taken with GPS Device,SARAM 2013,2013-04-22
16752,Imani Medical Clinic (Ruiru),-1.15401,36.94594,Taken with GPS Device,SARAM 2013,2013-04-26
10522,Kerugoya Medical Centre,-0.50147,37.27727,Taken with GPS Device,SARAM 2013,2013-04-19
16161,Webuye Hospital,0.61302,34.7644,Taken with GPS Device,SARAM 2013,2013-04-25
19052,Sunshin medicai Clinic,-0.22614,37.63511,Taken with GPS Device,SARAM 2013,2013-04-10
18560,Jeikei Medical Clinic,-1.16001,36.95764,Taken with GPS Device,SARAM 2013,2013-04-26
16748,Githunguri  Health Centre (Ruiru),-1.15475,36.93845,Taken with GPS Device,SARAM 2013,2013-04-24
18391,Mugutha (CDF) Dispensary,-1.11836,36.95569,Taken with GPS Device,SARAM 2013,2013-04-17
16706,Bokoli Base Clinic,0.71391,34.65859,Taken with GPS Device,SARAM 2013,2013-04-16
10061,Bethel Medical Clinic,-1.15278,36.92901,Taken with GPS Device,SARAM 2013,2013-04-25
10273,Githurai Community Clinic,-1.20788,36.91659,Taken with GPS Device,SARAM 2013,2013-04-23
10184,Focus Medical Clinic and Counselling Centre,-1.20885,36.91772,Taken with GPS Device,SARAM 2013,2013-04-23
18554,Nazarene Medical Clinic,-1.20689,36.91757,Taken with GPS Device,SARAM 2013,2013-04-23
18540,Dr Ng'ang'a Medical Clinic,-1.14678,36.95982,Taken with GPS Device,SARAM 2013,2013-04-12
10220,Gatina Dispensary,-0.54653,37.14537,Taken with GPS Device,SARAM 2013,2013-04-23
11968,Cheera Dispensary,-0.37191,37.6799,Taken with GPS Device,SARAM 2013,2013-04-18
15808,Bokoli Hospital,0.71026,34.66171,Taken with GPS Device,SARAM 2013,2013-04-28
12717,Ruiri Rural Health Demonstration Center,0.15852,37.40898,Taken with GPS Device,SARAM 2013,2013-04-15
10288,GK Prison Dispensary (Ruiru),-1.14118,36.92695,Taken with GPS Device,SARAM 2013,2013-04-25
11012,Simbi Roses Clinic,-0.99493,37.02271,Taken with GPS Device,SARAM 2013,2013-04-22
10971,Ruiru Diagnostic Centre,-1.14682,36.96056,Taken with GPS Device,SARAM 2013,2013-04-11
11033,St Frank Dispensing Centre,-1.14632,36.95391,Taken with GPS Device,SARAM 2013,2013-04-25
11043,St Josef Medical Centre,-1.14715,36.96063,Taken with GPS Device,SARAM 2013,2013-04-26
